game,exclude,start,end,text,speaker,trialNumStart,trialNumEnd
game41,NA,434,441,I see someone that looks like dying.,id13,12,12.5
game41,NA,441,445,"[id13], what do you see in the black box?",I,12.5,13
game41,NA,445,447,Alright.,I,13,13
game41,NA,447,450,What do we see?,I,13,13
game41,NA,450,452,A person jumping.,id14,13,13
game41,NA,452,458,"All right, [id13] and Smurfie, do we see a person jumping?",M,13,13
game41,NA,458,459,Yes.,id13,13,13
game41,NA,459,465,"All right, you guys can go ahead and make your guess.",M,13,13
game41,NA,465,469,Come on.,M,13,13
game41,NA,469,472,I'm looking for a smiley face.,id14,13,NA
game41,NA,472,475,All right.,M,13,NA
game41,NA,475,479,"Yay, we just helped Smurfie and we're done with our game.",M,13,NA
game41,NA,479,481,Thank you guys for playing our game.,M,13,NA
game41,NA,481,482,Thank you.,I,13,NA
game41,NA,482,483,I will now turn the camera off.,I,13,NA
game41,NA,483,485,Do you guys want to wave goodbye?,M,13,NA
game41,NA,485,486,Goodbye.,id14,13,NA
game41,NA,486,500,Bye-bye.,I,13,NA
game42,NA,-119,-113,"You guys want to wave to the camera? Hi, [id15], hi!",I,NA,0
game42,NA,-109,-104,"Alright my friends, since today we're going to play a super fun matching game. Let us show you how it works.",M,NA,0
game42,NA,-104,-100,Now this is Smurphy. Should we say hi to Smurphy?,I,NA,0
game42,NA,-100,-99,Hi.,id16,NA,0
game42,NA,-99,-98,Hi.,I,NA,0
game42,NA,-98,-97,Hi.,I,NA,0
game42,NA,-97,-93,Now Smurphy really really wants to play this matching game.,I,NA,0
game42,NA,-93,-88,And he wants to guess the correct picture in the black box.,I,NA,0
game42,NA,-88,-83,Because the both of you will be getting two pictures on your screens.,I,NA,0
game42,NA,-83,-78,But only one of you friends will be getting one picture in a black box.,I,NA,0
game42,NA,-78,-77,Okay?,I,NA,0
game42,NA,-77,-73,"If you have Smurphy, you will be the guesser.",I,NA,0
game42,NA,-73,-70,Meaning that you will guess which picture is in the black box.,I,NA,0
game42,NA,-70,-66,"But if you don't have Smurphy, you will be the teller.",I,NA,0
game42,NA,-66,-62,And you will tell my friends what you see in the black box.,I,NA,0
game42,NA,-62,-61,Okay?,I,NA,0
game42,NA,-61,-59,Alright my friends.,M,NA,0
game42,NA,-59,-54,"So, if you have Smurphy, are you guessing or are you telling?",M,NA,0
game42,NA,-54,-53,Guessing.,id15,NA,0
game42,NA,-53,-52,That's right.,M,NA,0
game42,NA,-52,-49,"And if you don't have Smurphy, are you guessing or are you telling?",M,NA,0
game42,NA,-49,-48,Telling.,id16,NA,0
game42,NA,-48,-47,That's right.,M,NA,0
game42,NA,-47,-42,"So, when you're ready, you and Smurphy are going to make a guess by tapping on the screen.",M,NA,0
game42,NA,-42,-39,"So, after you make your guess, you're going to see a picture.",M,NA,0
game42,NA,-39,-36,"If it's a smiley face, great job!",M,NA,0
game42,NA,-36,-34,You helped Smurphy get the right match.,M,NA,0
game42,NA,-34,-32,"If you see a sad face, that's okay.",M,NA,0
game42,NA,-32,-29,"It wasn't a match, but you can help Smurphy later.",M,NA,0
game42,NA,-29,-27,Do you guys have any questions?,M,NA,0
game42,NA,-25,-24,Great!,M,NA,0
game42,NA,-24,-23,"So, what do you say?",M,NA,0
game42,NA,-23,-22,Should we try one out?,M,NA,0
game42,NA,-22,-21,Yeah.,id16,NA,0
game42,NA,-21,-20,Alright.,M,NA,0
game42,NA,-20,-18,Go ahead and press the button.,M,NA,0
game42,NA,-18,-17,Oop.,M,NA,0
game42,NA,-17,-16,This button.,M,NA,0
game42,NA,-16,-15,Quick.,M,NA,0
game42,NA,-15,-13,"So, you don't want to press it.",M,NA,0
game42,NA,-13,-10,You just want to go bloop.,M,NA,0
game42,NA,-10,-8,Can I see your hand?,M,NA,0
game42,NA,-8,-7,Go point finger.,M,NA,0
game42,NA,-7,-4,"And you go bloop, bloop, bloop, get up.",M,NA,0
game42,NA,-4,-3,No!,M,NA,0
game42,NA,-3,-1,"Okay, I'm going to press it and then we'll try it again.",M,NA,0
game42,NA,-1,0,Like that.,M,NA,0
game42,NA,0,1,Do you see how I just did it?,M,NA,0
game42,NA,1,2,Yay!,M,0,0
game42,NA,2,3,"So, you have the box.",I,0,0
game42,NA,3,4,"So, you will have Smurphy.",I,0,0
game42,NA,4,6,"And we will guess, okay?",I,0,0
game42,NA,6,8,[id15] has a picture in a black box.,I,0,0
game42,NA,8,9,We'll guess what she sees.,I,0,0
game42,NA,9,11,What do you see in the box?,M,0,0
game42,NA,11,12,Apple.,id15,0,0
game42,NA,12,13,Apple.,I,0,0
game42,NA,13,14,Do you see an apple?,I,0,0
game42,NA,14,15,Yeah.,I,0,0
game42,NA,15,17,Let's press it.,I,0,0
game42,NA,17,18,What?,I,0,0
game42,NA,18,20,Let's press it.,I,0,0
game42,NA,20,21,Yay!,I,0,0.5
game42,NA,21,22,Good job!,I,0,0.5
game42,NA,22,24,Let's get this back.,I,0.5,0.5
game42,NA,24,26,"Now, it will be [id15]'s turn.",I,0.5,1
game42,NA,26,27,"Got it, Smurphy.",I,1,1
game42,NA,27,30,"Now, what do we see, [id16]?",I,1,1
game42,NA,30,36,What do you see in the black box?,I,1,1
game42,NA,36,39,Crow,id16,1,1
game42,NA,39,41,He sees a crow.,I,1,1
game42,NA,41,42,Do you see a crow?,I,1,1
game42,NA,42,43,Yeah.,I,1,1
game42,NA,43,46,Go ahead and touch it.,I,1,1
game42,NA,46,48,Quick touch.,M,1,1
game42,NA,48,50,"So, we don't want to hold it.",M,1,1
game42,NA,50,51,We just want to go like this.,M,1,1
game42,NA,51,53,We want to go boop.,M,1,1
game42,NA,53,55,Quick touch.,M,1,1
game42,NA,55,58,And touch.,M,1,1
game42,NA,58,59,All right.,M,1,1
game42,NA,59,60,Can you see your hand?,M,1,1
game42,NA,60,61,"So, we're going to go like this.",M,1,1
game42,NA,61,63,We're going to go boop.,M,1,1
game42,NA,63,64,Yay!,M,1,1.5
game42,NA,64,65,See how we do that?,M,1,1.5
game42,NA,65,66,Yeah.,M,1.5,1.5
game42,NA,66,67,That sounds good.,M,1.5,1.5
game42,NA,67,68,All right.,M,1.5,2
game42,NA,68,69,"Now, we're going to move Smurphy.",I,1.5,2
game42,NA,69,71,It'll be your turn to guess now.,I,2,2
game42,NA,71,73,"Now, what do we see [id15]?",I,2,2
game42,NA,73,78,I see a square.,id15,2,2
game42,NA,78,81,What do you see inside this box?,M,2,2
game42,NA,81,82,I see a square.,id15,2,2
game42,NA,82,83,Uh-huh.,M,2,2
game42,NA,83,86,with one feet.,id15,2,2
game42,NA,86,87,Uh-huh.,id15,2,2
game42,NA,87,93,"And one, I don't know, this one.",id15,2,2
game42,NA,93,97,"So, she sees a square with one foot.",M,2,2
game42,NA,97,99,I see a square with one foot.,id16,2,2
game42,NA,99,102,Let's press it.,I,2,2
game42,NA,102,103,Great.,I,2,2
game42,NA,103,104,Okay.,I,2,2.5
game42,NA,104,106,"Now, it'll be [id15]'s turn.",I,2,2.5
game42,NA,106,107,Here you are.,I,2.5,2.5
game42,NA,107,110,And let's tell [id15] and Smurphy what we see.,I,2.5,3
game42,NA,110,111,Okay?,I,3,3
game42,NA,111,114,What do we see in the black box?,I,3,3
game42,NA,114,116,"Oh, not yet [id15].",M,3,3.5
game42,NA,116,120,"So, next time, my friend, we want to wait until our friend over here can tell us what he sees.",M,3.5,4
game42,NA,120,121,That sound good?,M,4,4
game42,NA,121,122,Okay.,M,4,4
game42,NA,122,123,Yeah.,M,4,4
game42,NA,123,124,All right.,M,4,4
game42,NA,124,125,I'm going to move Smurphy.,M,4,4
game42,NA,125,126,Do-do-do-do.,M,4,4
game42,NA,126,128,"So, what do you see in this box?",M,4,4
game42,NA,128,130,I see a guy.,id15,4,4
game42,NA,130,132,Do you see a guy?,M,4,4
game42,NA,132,134,Do you see a guy?,M,4,4
game42,NA,134,136,I see a guy.,id16,4,4
game42,NA,136,137,Do you see one?,I,4,4
game42,NA,137,138,Uh-huh.,id16,4,4
game42,NA,138,140,Should we press it?,I,4,4
game42,NA,140,141,Great.,I,4,4.5
game42,NA,141,142,Okay.,I,4,4.5
game42,NA,142,143,All right.,I,4.5,4.5
game42,NA,143,144,Smurphy.,I,4.5,4.5
game42,NA,144,148,"Now, what do we see in the box?",I,4.5,5
game42,NA,148,149,I see.,id15,5,5
game42,NA,149,150,Wait,M,5,5
game42,NA,150,152,You're holding Smurphy?,M,5,5
game42,NA,152,153,Guessing.,M,5,5
game42,NA,153,154,Yeah.,M,5,5
game42,NA,154,155,I see this.,id15,5,5
game42,NA,155,156,Uh-huh.,M,5,5
game42,NA,156,158,"So, [id16]'s going to tell you which one's in the box.",M,5,5
game42,NA,158,161,"[id16], what do you see in the box?",I,5,5
game42,NA,161,168,"Uh, a two wings with a square in the back with two feet.",id16,5,5
game42,NA,168,172,Two wings with a square in the back with two feet.,I,5,5
game42,NA,172,174,"Do you see that, [id15]?",M,5,5
game42,NA,174,176,Go ahead and touch it.,M,5,5
game42,NA,176,179,Go ahead and make a quick touch.,M,5,5
game42,NA,179,181,"Quick touch, and we're just going to go boop-boop.",M,5,5
game42,NA,181,183,It's like you did last time.,M,5,5
game42,NA,183,188,Do you see how you're kind of like holding your finger?,M,5,5
game42,NA,188,189,We just want to go boop-boop.,M,5,5
game42,NA,189,190,Quick.,M,5,5.5
game42,NA,190,191,Yay.,M,5,5.5
game42,NA,191,192,Good job.,M,5.5,5.5
game42,NA,192,193,Let's pass Smurphy over here.,M,5.5,5.5
game42,NA,193,194,All right.,M,5.5,6
game42,NA,194,195,Smurphy's going to come over here.,M,5.5,6
game42,NA,195,196,There you go.,M,6,6
game42,NA,196,197,"Now, what's in the box?",I,6,6
game42,NA,197,204,I see a guy with a triangle and with two feet and with a square.,id15,6,6
game42,NA,204,205,Hmm.,I,6,6
game42,NA,205,210,A guy with a triangle and two feet with a square.,I,6,6
game42,NA,210,215,I see a guy with a triangle and two feet and a square.,id16,6,6
game42,NA,215,217,Let's press it.,I,6,6
game42,NA,217,219,Let's try it again.,I,6,6
game42,NA,219,221,I'm going to press it.,I,6,6.5
game42,NA,221,222,"Oh, that's okay.",I,6,6.5
game42,NA,222,224,We can try it next time.,I,6.5,6.5
game42,NA,224,227,"All right, here you go.",I,6.5,7
game42,NA,227,229,"Now, what do you see in the box?",I,7,7
game42,NA,229,238,A guy with one foot and a square and a triangle.,id16,7,7
game42,NA,238,240,"All right, so right now, you have Smurphy.",M,7,7
game42,NA,240,241,So you're going to be guessing.,M,7,7
game42,NA,241,244,So we want to use our super good listening ears and listen to what you know is telling,M,7,7
game42,NA,244,246,us in the box so we can guess.,M,7,7
game42,NA,246,247,Okay?,M,7,7
game42,NA,247,248,What do we see?,I,7,7
game42,NA,248,249,Go.,I,7,7
game42,NA,249,261,"A foot, a man with one foot and a line and a square and a triangle.",id16,7,7
game42,NA,261,267,So a man with one foot and a line and a square and a triangle.,M,7,7
game42,NA,267,271,"Oh, I know one foot.",id15,7,7
game42,NA,271,272,So we're going to go in touch.,M,7,7
game42,NA,272,275,"Quick touch, whichever one you think it is.",M,7,7
game42,NA,275,276,There you go.,M,7,7.5
game42,NA,276,277,Good.,M,7,7.5
game42,NA,277,278,That was a good one.,M,7.5,7.5
game42,NA,278,279,Great job.,M,7.5,7.5
game42,NA,279,280,Choo choo,I,7.5,8
game42,NA,280,281,There we go.,I,7.5,8
game42,NA,281,282,"Now, I see a boat.",id15,8,8
game42,NA,282,283,A boat.,M,8,8
game42,NA,283,284,She sees a boat.,I,8,8
game42,NA,284,285,I see a boat.,id16,8,8
game42,NA,285,286,Let's press it.,I,8,8
game42,NA,286,287,Great.,I,8,8
game42,NA,287,288,Here you are.,I,8,8
game42,NA,288,298,Now what do we see?,I,8,8.5
game42,NA,298,308,I see a guy with two foot and a line and a square.,id15,8.5,9
game42,NA,308,310,Let's listen to [id15].,I,9,9
game42,NA,310,321,"When we have Smurfy and when there's no black box, we just want to listen.",M,9,9
game42,NA,321,322,Okay?,M,9,9
game42,NA,322,326,We only tell when we don't have Smurfy and there's a black box.,M,9,9
game42,NA,326,327,Okay?,M,9,9
game42,NA,327,328,That sounds good.,M,9,9
game42,NA,328,329,Okay.,M,9,9
game42,NA,329,339,I see a man with two foot and in a tummy shaped as a diamond and a square head.,id16,9,9
game42,NA,339,346,"So he has two feet, a tummy that's diamond shaped and a square head.",M,9,9
game42,NA,346,347,Yeah.,I,9,9
game42,NA,347,353,So you're going to touch whichever one you think it is.,I,9,9.5
game42,NA,353,354,Great job.,I,9,9.5
game42,NA,354,355,Great.,I,9.5,9.5
game42,NA,355,356,Let's go around Smurfy here.,I,9.5,9.5
game42,NA,356,357,Here you are.,M,9.5,10
game42,NA,357,359,Now what do we see?,M,9.5,10
game42,NA,359,368,I see one guy with one foot and a triangle and a square.,id15,10,10
game42,NA,368,375,I see a man with one foot and a triangle and a square.,id16,10,10
game42,NA,375,378,Let's press it.,I,10,10.5
game42,NA,378,379,Great.,I,10.5,10.5
game42,NA,379,381,Here you are.,I,10.5,11
game42,NA,381,382,Now what do we see?,I,10.5,11
game42,NA,382,395,I see a man with two foot and a diamond shaped tummy and a square head.,id16,11,11
game42,NA,395,404,"Yeah, I see two foot and a tummy of a diamond and a square.",id15,11,11
game42,NA,404,407,"All right, go ahead touch it.",M,11,11
game42,NA,407,408,Great.,M,11,11.5
game42,NA,408,413,"Okay, let's pass Smurfy on.",M,11,12
game42,NA,413,416,Now what do we see?,M,12,12
game42,NA,416,426,I see a guy with two foot and one and one tummy and one square tummy.,id15,12,12
game42,NA,426,437,"No, actually it's a square tummy and it's a triangle tummy square.",id15,12,12
game42,NA,437,440,And his head is a square.,id15,12,12
game42,NA,440,443,Did we listen to that?,I,12,12
game42,NA,443,445,Can you say it again?,I,12,12
game42,NA,445,461,I see two feet of a guy with one square tummy and one triangle tummy and one square.,id15,12,12
game42,NA,461,463,Let's press it.,I,12,12
game42,NA,463,464,Yes.,I,12,12
game42,NA,464,465,It's okay.,I,12,12.5
game42,NA,465,468,We can try again next time.,I,12,12.5
game42,NA,468,471,Now what do we see?,I,12.5,13
game42,NA,471,484,A man with two feet and two triangle wings and one square in the back shaped like a jet.,id16,13,13
game42,NA,484,497,"So he sees a man with two feet with two triangle wings, a square head and a back shaped like a jet.",I,13,13
game42,NA,497,504,Do you have your guess?,I,13,NA
game42,NA,504,508,"Okay, let's pass Smurfy on.",I,13,NA
game42,NA,508,510,You guys are done!,I,13,NA
game42,NA,510,511,Great job guys.,M,13,NA
game42,NA,511,513,Thank you for playing our game.,M,13,NA
game42,NA,513,515,So I will turn the camera off now.,I,13,NA
game42,NA,515,517,Do you guys want to say bye bye?,I,13,NA
game42,NA,517,518,Bye.,id15,13,NA
game42,NA,518,528,Bye.,id16,13,NA
game44,NA,-233,-230,"So, let me explain it to you.",I,NA,0
game44,NA,-230,-228,I will explain it,I,NA,0
game44,NA,-228,-227,So you listen to me.,I,NA,0
game44,NA,-227,-225,"But today we will be playing a matching game, okay?",I,NA,0
game44,NA,-225,-222,"Do you know what a matching game is, [id19]?",I,NA,0
game44,NA,-222,-220,Match the thing that you find.,id19,NA,0
game44,NA,-220,-218,"Kind of, yeah.",I,NA,0
game44,NA,-218,-217,So today you will too.,I,NA,0
game44,NA,-217,-216,Matching.,I,NA,0
game44,NA,-216,-215,Yeah.,I,NA,0
game44,NA,-215,-214,Matching game is like little game.,id19,NA,0
game44,NA,-214,-213,Uh-huh.,I,NA,0
game44,NA,-213,-212,You two will be playing it together.,I,NA,0
game44,NA,-212,-211,And this is Smurphy.,I,NA,0
game44,NA,-211,-208,And Smurphy really wants to play the matching game today.,I,NA,0
game44,NA,-208,-205,"And specifically, you will help Smurphy.",I,NA,0
game44,NA,-205,-204,Yes.,I,NA,0
game44,NA,-204,-203,Okay?,I,NA,0
game44,NA,-203,-199,So you two will see two pictures on your screens.,I,NA,0
game44,NA,-199,-194,But only one of you all will have one picture in a black box.,I,NA,0
game44,NA,-194,-191,"If you have Smurphy, you will be the guesser.",I,NA,0
game44,NA,-191,-188,And you will guess what you see in the black box.,I,NA,0
game44,NA,-188,-184,"Wait, so if in the box you have Smurphy?",id20,NA,0
game44,NA,-184,-183,You won't have Smurphy.,I,NA,0
game44,NA,-183,-181,But you'll have a lot of other things.,I,NA,0
game44,NA,-181,-180,And so if you don't-,I,NA,0
game44,NA,-180,-179,"Wait, wait.",I,NA,0
game44,NA,-179,-177,If you have Smurphy in the box.,id20,NA,0
game44,NA,-177,-175,You won't have Smurphy in the box.,I,NA,0
game44,NA,-175,-172,You will have a picture in the box.,I,NA,0
game44,NA,-172,-171,Okay?,I,NA,0
game44,NA,-171,-169,"Hey, look.",id20,NA,0
game44,NA,-169,-168,Yeah.,I,NA,0
game44,NA,-168,-165,"And if you don't have Smurphy, you will be the teller.",I,NA,0
game44,NA,-165,-162,And you will tell us what you see in the black box.,I,NA,0
game44,NA,-162,-159,I'm probably going to be the teller.,id20,NA,0
game44,NA,-159,-158,Uh-huh.,I,NA,0
game44,NA,-158,-156,Once you touch the screen.,I,NA,0
game44,NA,-156,-154,I'm probably going to be the teller too.,id19,NA,0
game44,NA,-154,-153,Yeah.,I,NA,0
game44,NA,-153,-152,You guys will take turns.,I,NA,0
game44,NA,-152,-149,"Once you've made your choice, you just touch the screen once.",I,NA,0
game44,NA,-149,-148,And that's it.,I,NA,0
game44,NA,-148,-147,And then you will see-,I,NA,0
game44,NA,-147,-146,How?,id19,NA,0
game44,NA,-146,-145,Yeah.,I,NA,0
game44,NA,-145,-144,And then you will see one picture.,I,NA,0
game44,NA,-144,-142,If it is a smiley face.,I,NA,0
game44,NA,-142,-141,Great.,I,NA,0
